,id,opening_name
516,YQvHXNdq,Queen's Gambit Declined: Exchange Variation |  Positional Variation
517,BHUzGb7V,Englund Gambit Declined |  Reversed French
518,W3fUpxff,Queen's Gambit Accepted: Old Variation
519,eCQSU6WF,Queen's Gambit Refused: Albin Countergambit
520,sOofcpg2,Queen's Gambit Accepted: Rosenthal Variation
521,stoudusq,Scotch Game
522,Q8AA3Qby,Queen's Pawn Game: Chigorin Variation
523,R9lE5mr6,Scandinavian Defense: Mieses-Kotroc Variation
524,KKoEd9W4,Four Knights Game: Italian Variation
525,AFBQ040C,Italian Game: Hungarian Defense
526,jRosMYvP,Center Game
527,47I7Smmy,Ruy Lopez: Morphy Defense |  Caro Variation
528,mjeeolDf,Russian Game: Three Knights Game
529,bn6tE2Gy,Caro-Kann Defense: Classical Variation
530,SQz0aocr,Italian Game: Classical Variation |  Center Attack
531,9bpYNzjf,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation
532,faXIXTIb,Queen's Pawn Game
533,BvcCXIJt,Philidor Defense
534,FH8TvLSY,Ruy Lopez: Berlin Defense #2
535,99ONvKAR,Ruy Lopez: Morphy Defense |  Graz Variation
536,ukTTpK9V,Italian Game: Classical Variation |  Giuoco Pianissimo
537,XwMJo8Hb,Hungarian Opening
538,Wxgi9dv0,Ruy Lopez: Morphy Defense |  Caro Variation
539,zijw7opz,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
540,5XspUzEQ,Giuoco Piano
541,mF8Y8wMD,King's Pawn Game: Macleod Attack
542,0iDlMyOe,Ruy Lopez: Classical Variation
543,S6w3WP4J,Ruy Lopez: Morphy Defense |  Graz Variation
544,dMKJGAdC,Italian Game: Classical Variation #2
545,XRepUkbo,Queen's Pawn Game: Zukertort Variation
546,8qrohlbN,Petrov's Defense
547,YjfJDGGF,Bishop's Opening: Boi Variation
548,z3qhi0Bd,Scotch Game
549,mN4q9WaV,Russian Game: Three Knights Game
550,o2qYkjN6,Italian Game: Two Knights Defense |  Modern Bishop's Opening
551,KCGLwr8V,Queen's Pawn Game: Chigorin Variation
552,x1WIDEZK,Italian Game
553,snYK1vb6,French Defense: Normal Variation
554,tCGqQulN,King's Pawn Game: Leonardis Variation
555,d8WlBOrX,Elephant Gambit: Paulsen Countergambit
556,pWKk30rV,King's Pawn Game: Leonardis Variation
557,wQrRnpIt,Van't Kruijs Opening
558,qFF2fQKT,French Defense: Winawer Variation |  Winckelmann-Riemer Gambit
559,3hcX07ip,French Defense: Two Knights Variation
560,bg6UbBVr,Three Knights Opening
561,qful43xo,Russian Game: Three Knights Game
562,tSsmRu5M,Vienna Game: Falkbeer Variation
563,FdDUEr14,Giuoco Piano
564,KNp9mDXB,Ruy Lopez
565,SdKFE3PV,Four Knights Game: Spanish Variation
566,6eguvCWU,Philidor Defense
567,BLTfqEmu,Goldsmith Defense: Picklepuss Defense
568,x0M9UzvX,Ware Opening
569,HDH18gtj,Modern Defense: Standard Defense
570,lHNSzBps,Sicilian Defense: Closed Variation
571,PyEpiSJp,English Opening: Anglo-Scandinavian Defense |  Schulz Gambit
572,yyxv1Rvw,Sicilian Defense: Grand Prix Attack
573,15LAUrJ2,English Opening: Anglo-Indian Defense
574,A7XDlKwD,Nimzo-Larsen Attack: English Variation
575,ihRvX5OV,Indian Game
576,ZYvbvpag,Scandinavian Defense: Marshall Variation
577,BnUS7DQe,Scandinavian Defense
578,W8zaOGXs,Nimzo-Larsen Attack: Classical Variation
579,TpxYFubZ,Pirc Defense: Austrian Attack |  Unzicker Attack
580,N7FMrhyD,Nimzo-Larsen Attack
581,leveeyFX,Bird Opening
582,cRu3Kf1o,Nimzo-Larsen Attack: English Variation
583,gShSMXDR,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
584,NYlPGBFO,Scandinavian Defense: Modern Variation #2
585,brC35BxF,Nimzo-Larsen Attack: Classical Variation
586,fwGfUhX6,Budapest Defense: Adler Variation
587,h0irlyP1,Scandinavian Defense: Icelandic-Palme Gambit
588,eliy5ecl,Scandinavian Defense: Icelandic-Palme Gambit
589,3sNZxnJZ,Scandinavian Defense: Modern Variation
590,fFfNpkab,Nimzo-Larsen Attack: Symmetrical Variation
591,k8bpLGVX,Nimzo-Larsen Attack: Modern Variation #4
592,inhWg7LE,Scandinavian Defense: Modern Variation #2
593,s8b6pWX3,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
594,FGUuHBIN,King's Indian Defense: Normal Variation |  Rare Defenses
595,FfPQwkyj,Sicilian Defense: Closed
596,jTvyCsWT,Reti Opening
597,qn5XNlhr,French Defense: Normal Variation
598,eJgE3AVx,Zukertort Opening: Slav Invitation
599,YNQ5pxFn,Alekhine Defense
600,WQTHwpKc,London System
601,ndZRhK6w,Scandinavian Defense: Marshall Variation
602,RkhniADk,English Opening: Anglo-Indian Defense |  King's Indian Formation
603,y9jJdqti,Caro-Kann Defense: Alekhine Gambit
604,yC4TNsVZ,Ruy Lopez: Morphy Defense |  Caro Variation
605,sfAQRL4r,Scandinavian Defense: Mieses-Kotroc Variation
606,73yrL8pJ,Italian Game: Giuoco Pianissimo
607,TWpQfwRs,Four Knights Game: Spanish Variation
608,33CuQ7Wv,Four Knights Game: Spanish Variation |  Classical Variation
609,H8ZbC9Nb,Ruy Lopez
610,c97bIIYV,Sicilian Defense
611,nQNTkDIK,Slav Defense: Czech Variation
612,YcFsnSyR,Sicilian Defense
613,3zUeArOl,Sicilian Defense
614,YDr0Gbb8,Philidor Defense: Exchange Variation
615,bkePgHvV,Richter-Veresov Attack
616,1Rb8zwjl,Blackmar-Diemer Gambit: Teichmann Variation
617,zJiScU54,Queen's Gambit Accepted
618,Z4SG1Ob7,French Defense: Knight Variation
619,8MfLGOXL,Slav Defense #2
620,JAAIwQEV,Franco-Benoni Defense
621,DDTJ3Yeo,French Defense: Advance Variation |  Paulsen Attack
622,hn1NqGaN,Robatsch (Modern) Defense
623,33xKIuG7,Benoni Defense: King's Pawn Line
624,tKZv5wGC,French Defense: Advance Variation #2
625,c2WR287x,French Defense: Advance Variation
626,MIapptBf,Queen's Gambit Declined
627,J2GvS4LK,French Defense: Tarrasch Variation |  Open System |  Suechting Line
628,Sfay2hYj,Scandinavian Defense
629,wytBeWQ0,Mieses Opening
630,Z0VzPUPm,Zukertort Opening: Quiet System
631,1pBIszeA,Philidor Defense: Nimzowitsch Variation
632,CAEZnTSC,Zukertort Opening: Reversed Mexican Defense
633,JT1xA30W,King's Pawn Game: Leonardis Variation
634,9UGcuRBe,Queen's Pawn Game: Symmetrical Variation
635,LSQ4yNeU,Russian Game: Damiano Variation
636,xSwSmC1e,Four Knights Game: Halloween Gambit
637,TovD1oTY,Sicilian Defense: Alapin Variation |  Smith-Morra Declined
638,u0FzSAO8,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation
639,1YmgTIJI,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
640,DYpN9YxD,Scotch Game: Potter Variation
641,9ZsNhTh2,Ruy Lopez: Bird Variation
642,78hLyDK0,Benoni Defense: Taimanov Variation
643,mquRdEhM,Sicilian Defense: Canal Attack |  Main Line
644,awUwx4yw,Russian Game: Classical Attack |  Staunton Variation
645,wXWF2VOU,Four Knights Game: Italian Variation |  Noa Gambit
646,AAiM3La2,Sicilian Defense: Kan Variation |  Wing Attack
647,FrYghAWU,Horwitz Defense
648,2HUEMO77,Ruy Lopez: Steinitz Defense
649,ob8ByiQL,Zukertort Opening: Sicilian Invitation
650,XDgrsvyY,Gruenfeld Defense: Three Knights Variation |  Burille Variation
651,drftECef,Nimzo-Indian Defense: Ragozin Variation
652,lLnTBNyP,Petrov's Defense
653,q1qoMs5p,Queen's Gambit Declined: Three Knights Variation
654,FicdeaYj,Caro-Kann Defense: Karpov Variation |  Tiviakov-Fischer Attack
655,DrNPTV0R,Sicilian Defense: Alapin Variation |  Smith-Morra Declined
656,h8sFveY6,Nimzo-Indian Defense: Three Knights Variation
657,YTPvqqDg,Alekhine Defense
658,x3qqYZK7,Sicilian Defense: Accelerated Dragon |  Modern Variation
659,TTXLxBqr,Sicilian Defense: Kan Variation |  Wing Attack
660,tz5RAeQT,Queen's Gambit Declined
661,M0iO8NeI,Indian Game: East Indian Defense
662,DuBCgvJa,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation
663,4Sqxp7eu,Dutch Defense: Classical Variation |  Ilyin-Zhenevsky Variation |  Modern Main Line
664,zbVWQB0i,Sicilian Defense: Kan Variation |  Wing Attack
665,e0t2usED,Pirc Defense: Austrian Attack |  Weiss Variation
666,jcoH8Yl5,Scotch Game: Classical Variation
667,ynfbOFga,King's Indian Defense
668,VG0al8lF,Sicilian Defense: Alapin Variation |  Barmen Defense
669,QR3IXpzt,English Opening: Anglo-Gruenfeld Defense
670,4SrloqB0,English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon
671,aQ1k38XF,Philidor Defense
672,PccY4zs2,Sicilian Defense: Old Sicilian
673,MXV6B40A,Nimzo-Indian Defense: Three Knights Variation
674,1mi2HfIm,Sicilian Defense: Kan Variation
675,yqlKfOAp,Sicilian Defense: Open
676,PSjD1Xhv,Sicilian Defense: Najdorf Variation
677,eswCrJcC,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation
678,D9vtX3w9,Semi-Slav Defense
679,Twie5enB,Sicilian Defense: Smith-Morra Gambit #2
680,eoC6bFlt,Scandinavian Defense: Mieses-Kotroc Variation
681,Sex2TQMA,Four Knights Game: Spanish Variation |  Rubinstein Variation
682,5Si2wSRc,Queen's Gambit Declined
683,iKbLCzcl,Queen's Gambit Declined
684,2MbA3y3n,Slav Defense: Exchange Variation
685,P5HuMoRZ,Queen's Gambit Refused: Marshall Defense
686,QgodfZ9N,Sicilian Defense: Old Sicilian
687,8FYUaMEF,Queen's Gambit Declined
688,OLLL4UW9,Sicilian Defense: Old Sicilian
689,hjAt7pYG,French Defense: Mediterranean Defense
690,WZ0QVNtC,Van Geet Opening
691,nt4Pwj5C,English Opening: The Whale
692,EfbR5viI,Polish Defense
693,JrlAIscq,Queen's Pawn Game: Zukertort Variation
694,Pl9lWO03,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
695,1PCJShdC,Petrov's Defense #3
696,KsrYTVJW,Philidor Defense: Exchange Variation #2
697,ZydVhIrf,Sicilian Defense
698,GUt4BWYv,Queen's Indian Defense: Classical Variation
699,KOX0GIOh,Old Benoni Defense
700,JLq6d7LP,Owen Defense
701,3fwBIVZP,Nimzo-Larsen Attack: Modern Variation #3
702,4RggB4Pd,Sicilian Defense
703,Yb0t6EPX,Kadas Opening
704,zHBeN1Ql,Pirc Defense #4
705,HsolNMZx,Scotch Game
706,fDGEuax4,Ruy Lopez: Steinitz Defense
707,yzk9TBrf,Scotch Game
708,7EOkF0DP,Philidor Defense #2
709,Jdcqh0ZM,Sicilian Defense: Accelerated Dragon |  Exchange Variation
710,zoaBo5Hf,Scotch Game
711,lad73Yza,Ruy Lopez: Steinitz Defense
712,IdLtnMSr,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch
713,jVg6I7ln,Polish Opening
714,FBDzyVF9,King's Indian Defense: Normal Variation |  Rare Defenses
715,99WIHFGT,Queen's Pawn Game #2
716,IwZxp7dg,Semi-Slav Defense: Romih Variation
717,ZP5ZQVcC,Italian Game: Two Knights Defense |  Polerio Defense
718,mcIe47kW,Italian Game: Two Knights Defense |  Fritz Variation
719,izepvFbk,Caro-Kann Defense: Alekhine Gambit
720,079kHDqh,Queen's Gambit Refused: Baltic Defense
721,3HcbGoZ7,Vienna Game: Stanley Variation
722,nbM0dEPe,Queen's Pawn Game: Symmetrical Variation
723,hN4to7eV,Slav Defense: Modern Line
724,3T6iRhh0,King's Indian Attack: Sicilian Variation
725,p80h54Rh,Queen's Pawn Game: Zukertort Variation
726,7yjm4QKt,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted
727,GLNSsTvw,Queen's Pawn Game: Zukertort Variation
728,AKDSQGBI,Sicilian Defense: Smith-Morra Gambit #2
729,PklztzJG,Queen's Pawn Game: London System
730,KU3BtTZA,Queen's Pawn Game: Chigorin Variation
731,ngPkTMFq,Owen Defense
732,PG8ZOrx8,Queen's Pawn Game: Stonewall Attack
733,hh4qc2VN,Russian Game: Damiano Variation
734,F8VACPac,Queen's Pawn Game: Zukertort Variation
735,WddnNxvy,Center Game: Normal Variation
736,IstEfy2X,English Opening: Anglo-Lithuanian Variation
737,rXQXKATs,Ruy Lopez: Exchange Variation |  King's Bishop Variation
738,BR4DwSI4,Queen's Pawn Game: Chigorin Variation
739,3PMOVHCd,Sicilian Defense: Old Sicilian
740,ZnlHxqo0,Philidor Defense: Exchange Variation #2
741,DUjvd9GQ,Elephant Gambit: Paulsen Countergambit
742,hrWVSoCt,Bird Opening: From's Gambit
743,Y0ubgfvj,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation
744,x3jqgdWW,Budapest Defense: Adler Variation
745,4hOpQkq4,Sicilian Defense: Smith-Morra Gambit
746,U7NDaOs3,Ruy Lopez: Central Countergambit
747,BXpDfkWi,Sicilian Defense: Smith-Morra Gambit #2
748,BqpWJ53F,Sicilian Defense: Smith-Morra Gambit #2
749,ApAyKSwj,Indian Game: Budapest Defense
750,xacBVmLA,Owen Defense
751,JP6ug5fw,Scandinavian Defense: Mieses-Kotroc Variation
752,cOtmY0Wx,Nimzo-Larsen Attack: Modern Variation #2
753,zkP3Fthl,Scandinavian Defense: Mieses-Kotroc Variation
754,vM7Emdp3,Sicilian Defense: Open
755,3iG76tYn,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
756,NZ89tkpl,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan
757,C1JCoZAG,Nimzo-Indian Defense: Leningrad Variation
758,8z5O0GXW,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation
759,xqeX9j9X,Four Knights Game: Scotch Variation Accepted
760,lVByKtnM,Nimzo-Indian Defense: Ragozin Variation
761,O2lH7Ylz,Queen's Pawn Game: Mason Attack
762,YFAGqr4x,Trompowsky Attack
763,i2XoU16H,Vienna Game #2
764,sviA3YFR,Vienna Game: Vienna Gambit |  Main Line
765,ufqg7t3b,Pirc Defense #2
766,T9C3CKwR,Four Knights Game: Spanish Variation |  Rubinstein Variation
767,blXTFCHC,Modern Defense: Averbakh System |  Kotov Variation
768,Qc2LiPNG,Queen's Pawn Game: Mason Attack
769,o5uWDufD,Benoni Defense: Classical Variation |  Averbakh-Grivas Attack
770,WsLE7r8G,System: Double Duck Formation
771,tfKCa5g6,Queen's Gambit Declined: Traditional Variation
772,0pV2ZEKN,Queen's Pawn Game
773,bo6KptgN,King's Indian Defense
774,CMeeDg2P,Queen's Pawn Game: Mason Attack
775,TpJErHGl,Ruy Lopez: Morphy Defense |  Tarrasch Variation
776,WnMm30N9,Modern Defense: Standard Line
777,bn42hcxq,Ruy Lopez: Steinitz Defense
778,cMSuepTX,Queen's Gambit Declined: Normal Defense
779,HFJ7z4tg,Sicilian Defense: Loewenthal Variation
780,6bL2hd0X,Sicilian Defense: Smith-Morra Gambit #2
781,UiMj8nXK,Sicilian Defense: Najdorf Variation
782,pM3fIP4b,Sicilian Defense: Old Sicilian
783,bTIIkDZL,Queen's Gambit Declined: Traditional Variation
784,Yekg9T0E,Sicilian Defense: French Variation |  Normal
785,trc6nw8p,Sicilian Defense: Old Sicilian
786,GK3m5eMT,Philidor Defense: Exchange Variation #2
787,ObJZSmQe,Queen's Pawn Game: Chigorin Variation
788,iJubJD4Y,Blackmar-Diemer Gambit
789,oNpjGRlN,Scotch Game: Paulsen Attack
790,WB4cuSmD,Italian Game: Anti-Fried Liver Defense
791,rDQajEka,Queen's Pawn Game #2
792,ZCuSLgmJ,Sicilian Defense: Open #3
793,JDSNvohS,Sicilian Defense: Loewenthal Variation
794,AusrgQtE,Italian Game: Anti-Fried Liver Defense
795,RjReoOOB,Van't Kruijs Opening
796,5cfVF8SL,French Defense: Normal Variation
797,9y0B0iGR,Van't Kruijs Opening
798,TpzoFNxO,Three Knights Opening #2
799,c9WUjuhv,Sicilian Defense: Loewenthal Variation
800,wZf7MIFt,French Defense: Normal Variation
801,xegjALEz,Italian Game: Anti-Fried Liver Defense
802,zKEJPiXZ,Ruy Lopez
803,wmytcciw,Sicilian Defense: Kan Variation |  Knight Variation
804,Rl65IQlX,Scotch Game
805,0am1YP3X,Ruy Lopez: Steinitz Defense
806,mw9H8a1S,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation
807,EqSC4jnk,Philidor Defense #3
808,0CCos4zy,King's Pawn Game: Leonardis Variation
809,P8PM7tjz,Sicilian Defense
810,3Xzd26zM,Philidor Defense #3
811,Manr2avh,Queen's Pawn Game
812,HJmmJQON,Queen's Pawn Game: Chigorin Variation
813,4lFC7APk,Sicilian Defense: Accelerated Dragon |  Maroczy Bind
814,3rut0m4E,Sicilian Defense: Open #3
815,9uLhcP9g,Sicilian Defense: Old Sicilian
816,Mn8AEg13,English Defense #2
817,c3O7fGUn,Owen Defense
818,7zzPkdqI,Zukertort Opening: Sicilian Invitation
819,2ERWk5Nz,Owen Defense
820,LEmwK75U,King's Indian Attack
821,qYIME8DX,Nimzo-Larsen Attack: Classical Variation
822,qMp7FQYG,Van't Kruijs Opening
823,g6PrunIx,Ruy Lopez: Classical Variation
824,2jX8ylTs,Pirc Defense #3
825,zGqvcAue,Ruy Lopez: Classical Variation |  Central Variation
826,23WLlukF,Sicilian Defense: Najdorf Variation |  English Attack
827,DTfofNSS,Queen's Pawn Game: Colle System |  Anti-Colle
828,6YAtxCka,Caro-Kann Defense: Exchange Variation
829,JLfmEWad,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack
830,FqftsOiN,Caro-Kann Defense: Advance Variation
831,mskSEbwv,Caro-Kann Defense: Advance Variation |  Van der Wiel Attack
832,1hVQBHde,Blackmar-Diemer Gambit #2
833,MRBPa9AX,Scandinavian Defense: Modern Variation
834,iCq06qa3,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation
835,W9898sKn,Caro-Kann Defense: Exchange Variation |  Rubinstein Variation
836,cUi6SZv8,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Retreat Line
837,pmaYJ9Kv,Scotch Game: Schmidt Variation
838,dKenDQ27,Caro-Kann Defense: Breyer Variation
839,sfeyoLzl,Caro-Kann Defense: Advance Variation
840,79RGpjMH,French Defense: Normal Variation
841,KVgN96ck,Scandinavian Defense: Panov Transfer
842,65Um9Tcf,Scandinavian Defense: Modern Variation #2
843,stmk2OCH,Scotch Game: Classical Variation
844,niNth6JB,Scandinavian Defense: Mieses-Kotroc Variation
845,0rISydr6,Slav Defense #2
846,9JFLJi6k,Caro-Kann Defense: Accelerated Panov Attack #2
847,inyTCeV2,Bird Opening
848,td0tnDDQ,Scandinavian Defense: Marshall Variation
849,uMoXrR1H,Sicilian Defense: Sozin Attack |  Flank Variation
850,RmLnL0CM,Scandinavian Defense: Modern Variation #2
851,djXJIqVW,Scandinavian Defense: Modern Variation #2
852,srcEDwLR,Slav Defense: Exchange Variation |  Schallopp Variation
853,zlQThGVX,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
854,iZxEsXji,Scandinavian Defense: Icelandic-Palme Gambit
855,0zirgLwT,Scandinavian Defense: Icelandic-Palme Gambit
856,DlQedaAr,Rat Defense: Balogh Defense
857,yP8CgGMt,English Opening: King's English Variation
858,NLpJ8sIu,Rat Defense: Balogh Defense
859,cNG54gY5,Bird Opening: Dutch Variation
860,WHRdaJm2,Rat Defense: Balogh Defense
861,6mELPaah,King's Pawn Game: Mengarini's Opening
862,eP09Yv7W,Bird Opening
863,KfuKdhkr,Slav Defense #2
864,V7a3QIoB,Bird Opening
865,mzWzFRLc,Van't Kruijs Opening
866,eBQhNVnO,King's Pawn Game: Mengarini's Opening
867,pSa9EQDs,Bird Opening
868,2QfmNLYQ,Queen's Pawn Game: Mason Attack
869,DRU2XG6w,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense
870,3sgLsYyY,Ruy Lopez: Closed Variations |  Bogoljubov Variation
871,O0OBA96e,Slav Defense: Quiet Variation |  Pin Defense
872,XryQwipq,Sicilian Defense: Old Sicilian
873,1tXeLMK6,Queen's Indian Defense: Spassky System
874,AkbbM88h,Philidor Defense: Exchange Variation #2
875,ZACSaRzi,Indian Game: East Indian Defense
876,HpBrr0uW,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense
877,XzDEJEAK,French Defense #2
878,w5In6nw7,Nimzo-Indian Defense
879,xoVyq1H5,Russian Game: Nimzowitsch Attack
880,OKJpY1xW,Russian Game: Karklins-Martinovsky Variation
881,2WXCama5,Queen's Pawn Game
882,AhfLQxfz,Sicilian Defense: Accelerated Dragon |  Modern Variation
883,xo07RRgm,Italian Game: Giuoco Pianissimo |  Normal
884,aHpSpXBY,French Defense: Steinitz Variation |  Boleslavsky Variation
885,5YtoU21m,Trompowsky Attack
886,vU4OAYrU,Philidor Defense
887,NUEMIiIT,Russian Game: Urusov Gambit
888,c2BoVvDL,Zukertort Opening: Santasiere's Folly
889,MEaajEWP,Polish Opening
890,QuGLUpj8,Zukertort Opening: Santasiere's Folly
891,lzzUULmL,Polish Opening: Zukertort System
892,zQa62crG,Zukertort Opening: Ross Gambit
893,MVTxIbDr,English Opening: King's English Variation |  Four Knights Variation #2
894,H4zTJFmx,King's Pawn Game: Tayler Opening
895,czF9TnjD,Philidor Defense: Exchange Variation #2
896,trLo4I84,Sicilian Defense: Alapin Variation
897,wqOb8n7u,Sicilian Defense: Bowdler Attack
898,leDTU8io,Italian Game: Two Knights Defense |  Fritz Variation
899,gGcUX2oU,Sicilian Defense: Canal Attack |  Main Line
900,FjcroNzG,Scandinavian Defense: Mieses-Kotroc Variation
901,Ou70lN6m,Queen's Gambit Refused: Austrian Defense
902,jI6vrt7Y,Sicilian Defense: Lasker-Dunne Attack
903,SL1YfsON,Caro-Kann Defense
904,TPZImYDg,Sicilian Defense #2
905,Jr3VBrtt,Franco-Benoni Defense
906,2LA4I7yX,Sicilian Defense: Bowdler Attack
907,706gBrbu,Sicilian Defense: Smith-Morra Gambit #2
908,SF1j338f,Sicilian Defense
909,iwrqxj3v,Sicilian Defense: Bowdler Attack
910,bS25Hae9,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
911,gTif4XeH,Blackmar-Diemer Gambit: Teichmann Variation
912,aMvDDuFq,English Opening: King's English Variation |  Reversed Sicilian
913,dr60ddrr,Queen's Pawn Game: Colle System
914,mZd5JBYe,English Opening: King's English Variation |  Reversed Closed Sicilian
915,XVKCnvwD,Dutch Defense: Hopton Attack
916,0jzEWHFq,Caro-Kann Defense: Exchange Variation
917,1WxtTGrt,King's Pawn Game: Leonardis Variation
918,3LlDTciR,Sicilian Defense: Delayed Alapin Variation
919,XIU742Tt,Sicilian Defense: Closed Variation
920,koMxs6zC,Scandinavian Defense
921,UpILIA09,King's Pawn Game: Damiano Defense
922,yuLQgQ8W,Scandinavian Defense: Main Line |  Mieses Variation
923,GXPHhq87,Scandinavian Defense
924,7dlGJV2O,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation
925,zVNcT1R0,Scandinavian Defense
926,01K0joz0,Queen's Pawn Game #3
